"","Item","Cluster"
"RXN0-3521: (expasy) Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [2.4.2.53]","RXN0-3521: (expasy) Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [2.4.2.53]",5
"TRANS-RXN-2: (expasy) P-type K(+) transporter [7.2.2.6]","TRANS-RXN-2: (expasy) P-type K(+) transporter [7.2.2.6]",5
"OLEATE-HYDRATASE-RXN: (expasy) Oleate hydratase [4.2.1.53]","OLEATE-HYDRATASE-RXN: (expasy) Oleate hydratase [4.2.1.53]",5
"RXN6666-4: (expasy) Monoamine oxidase [1.4.3.4]","RXN6666-4: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-9598: (expasy) Monoamine oxidase [1.4.3.4]","RXN-9598: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-5821: (expasy) Monoamine oxidase [1.4.3.4]","RXN-5821: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-1401: (expasy) Monoamine oxidase [1.4.3.4]","RXN-1401: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-11067: (expasy) Monoamine oxidase [1.4.3.4]","RXN-11067: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-10913: (expasy) Monoamine oxidase [1.4.3.4]","RXN-10913: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-10910: (expasy) Monoamine oxidase [1.4.3.4]","RXN-10910: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-10908: (expasy) Monoamine oxidase [1.4.3.4]","RXN-10908: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-10907: (expasy) Monoamine oxidase [1.4.3.4]","RXN-10907: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-10817: (metacyc) phenylethylamine oxidase [1.4.3.4]","RXN-10817: (metacyc) phenylethylamine oxidase [1.4.3.4]",5
"RXN-1: (expasy) Monoamine oxidase [1.4.3.4]","RXN-1: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-10778: (expasy) Monoamine oxidase [1.4.3.4]","RXN-10778: (expasy) Monoamine oxidase [1.4.3.4]",5
"RXN-8805: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]","RXN-8805: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]",5
"RXN-17584: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]","RXN-17584: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]",5
"RXN-17583: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]","RXN-17583: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]",5
"4.2.99.19-RXN: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]","4.2.99.19-RXN: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]",5
"RXN-17582: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]","RXN-17582: (expasy) 2-hydroxypropyl-CoM lyase [4.4.1.23]",5
"LYSINE-23-AMINOMUTASE-RXN: (expasy) Lysine 2,3-aminomutase [5.4.3.2]","LYSINE-23-AMINOMUTASE-RXN: (expasy) Lysine 2,3-aminomutase [5.4.3.2]",5
"RXN0-2605: (expasy) Exodeoxyribonuclease V [3.1.11.5]","RXN0-2605: (expasy) Exodeoxyribonuclease V [3.1.11.5]",5
"CITRYLY-RXN: (expasy) Citryl-CoA lyase [4.1.3.34]","CITRYLY-RXN: (expasy) Citryl-CoA lyase [4.1.3.34]",5
"RXN-7929: (expasy) Citryl-CoA lyase [4.1.3.34]","RXN-7929: (expasy) Citryl-CoA lyase [4.1.3.34]",5
"RXN-9409: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]","RXN-9409: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",5
"RXN-9407: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]","RXN-9407: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",5
"RXN-9408: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]","RXN-9408: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",5
"THREONINE-ALDOLASE-RXN: (expasy) AMBIGUOUS [4.1.2.48; 4.1.2.5]","THREONINE-ALDOLASE-RXN: (expasy) AMBIGUOUS [4.1.2.48; 4.1.2.5]",5
"4.2.1.41-RXN: (expasy) 5-dehydro-4-deoxyglucarate dehydratase [4.2.1.41]","4.2.1.41-RXN: (expasy) 5-dehydro-4-deoxyglucarate dehydratase [4.2.1.41]",5
"RXN-9909: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]","RXN-9909: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]",5
"RXN-8581: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]","RXN-8581: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]",5
"RXN-8580: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]","RXN-8580: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]",5
"RXN-16954: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]","RXN-16954: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]",5
"RXN-16953: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]","RXN-16953: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]",5
"BENZYL-ALCOHOL-DEHYDROGENASE-RXN: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]","BENZYL-ALCOHOL-DEHYDROGENASE-RXN: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]",5
"ARYL-ALCOHOL-DEHYDROGENASE-RXN: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]","ARYL-ALCOHOL-DEHYDROGENASE-RXN: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]",5
"BENZYL-ALC-DEHYDROGENASE-RXN: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]","BENZYL-ALC-DEHYDROGENASE-RXN: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90]",5
"NARINGENIN-CHALCONE-SYNTHASE-RXN: (expasy) Chalcone synthase [2.3.1.74]","NARINGENIN-CHALCONE-SYNTHASE-RXN: (expasy) Chalcone synthase [2.3.1.74]",5
"RXN-11468: (expasy) Chalcone synthase [2.3.1.74]","RXN-11468: (expasy) Chalcone synthase [2.3.1.74]",5
"RXN-2401: (expasy) Benzoyl-CoA 2,3-epoxidase [1.14.13.208]","RXN-2401: (expasy) Benzoyl-CoA 2,3-epoxidase [1.14.13.208]",5
"RXN-10052: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]","RXN-10052: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]",5
"RXN-10051: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]","RXN-10051: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]",5
"RXN-10050: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]","RXN-10050: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]",5
"RXN-10049: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]","RXN-10049: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]",5
"RXN-10048: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]","RXN-10048: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]",5
"3.1.1.81-RXN: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]","3.1.1.81-RXN: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]",5
"RXN-10047: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]","RXN-10047: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81]",5
"RXN-9850: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]","RXN-9850: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]",5
"RXN-12706: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]","RXN-12706: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]",5
"2.3.1.154-RXN: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]","2.3.1.154-RXN: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]",5
"2.3.1.176-RXN: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]","2.3.1.176-RXN: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176]",5
"RXN-18229: (expasy) Nitrilase [3.5.5.1]","RXN-18229: (expasy) Nitrilase [3.5.5.1]",5
"RXN-17607: (expasy) Nitrilase [3.5.5.1]","RXN-17607: (expasy) Nitrilase [3.5.5.1]",5
"3.5.5.1-RXN: (expasy) Nitrilase [3.5.5.1]","3.5.5.1-RXN: (expasy) Nitrilase [3.5.5.1]",5
"RXN-1404: (expasy) Nitrilase [3.5.5.1]","RXN-1404: (expasy) Nitrilase [3.5.5.1]",5
"4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN: (expasy) 4-carboxymuconolactone decarboxylase [4.1.1.44]","4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN: (expasy) 4-carboxymuconolactone decarboxylase [4.1.1.44]",5
"MALTACETYLTRAN-RXN: (expasy) Maltose O-acetyltransferase [2.3.1.79]","MALTACETYLTRAN-RXN: (expasy) Maltose O-acetyltransferase [2.3.1.79]",5
"RXN-11767: (expasy) Threo-3-hydroxy-D-aspartate ammonia-lyase [4.3.1.27]","RXN-11767: (expasy) Threo-3-hydroxy-D-aspartate ammonia-lyase [4.3.1.27]",5
"5.5.1.2-RXN: (expasy) 3-carboxy-cis,cis-muconate cycloisomerase [5.5.1.2]","5.5.1.2-RXN: (expasy) 3-carboxy-cis,cis-muconate cycloisomerase [5.5.1.2]",5
"RXN-17097: (expasy) 6-deoxy-6-sulfo-D-gluconate dehydratase [4.2.1.162]","RXN-17097: (expasy) 6-deoxy-6-sulfo-D-gluconate dehydratase [4.2.1.162]",5
"RXN-14162: (expasy) 4-nitrophenol 2-monooxygenase [1.14.13.29]","RXN-14162: (expasy) 4-nitrophenol 2-monooxygenase [1.14.13.29]",5
"RXN-11283: (expasy) Glucose-6-phosphate dehydrogenase (coenzyme-F420) [1.1.98.2]","RXN-11283: (expasy) Glucose-6-phosphate dehydrogenase (coenzyme-F420) [1.1.98.2]",5
"CYCLOPENTANONE-MONOOXYGENASE-RXN: (expasy) Cyclopentanone monooxygenase [1.14.13.16]","CYCLOPENTANONE-MONOOXYGENASE-RXN: (expasy) Cyclopentanone monooxygenase [1.14.13.16]",5
"ARYL-ACYLAMIDASE-RXN: (expasy) Aryl-acylamidase [3.5.1.13]","ARYL-ACYLAMIDASE-RXN: (expasy) Aryl-acylamidase [3.5.1.13]",5
"1.14.13.33-RXN: (expasy) 4-hydroxybenzoate 3-monooxygenase (NAD(P)H) [1.14.13.33]","1.14.13.33-RXN: (expasy) 4-hydroxybenzoate 3-monooxygenase (NAD(P)H) [1.14.13.33]",5
"4-NITROPHENOL-2-MONOOXYGENASE-RXN: (expasy) 4-nitrophenol 2-monooxygenase [1.14.13.29]","4-NITROPHENOL-2-MONOOXYGENASE-RXN: (expasy) 4-nitrophenol 2-monooxygenase [1.14.13.29]",5
"CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN: (expasy) Arogenate dehydratase [4.2.1.91]","CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN: (expasy) Arogenate dehydratase [4.2.1.91]",5
"3.5.2.18-RXN: (expasy) Enamidase [3.5.2.18]","3.5.2.18-RXN: (expasy) Enamidase [3.5.2.18]",5
"AMINOBENZCOALIG-RXN: (expasy) Anthranilate--CoA ligase [6.2.1.32]","AMINOBENZCOALIG-RXN: (expasy) Anthranilate--CoA ligase [6.2.1.32]",5
"RXN-1981: (expasy) Isochorismate lyase [4.2.99.21]","RXN-1981: (expasy) Isochorismate lyase [4.2.99.21]",5
"RXN0-5306: (expasy) L-rhamnose mutarotase [5.1.3.32]","RXN0-5306: (expasy) L-rhamnose mutarotase [5.1.3.32]",5
"RXN0-5001: (expasy) Alpha-D-xyloside xylohydrolase [3.2.1.177]","RXN0-5001: (expasy) Alpha-D-xyloside xylohydrolase [3.2.1.177]",5
"RXN-9866: (expasy) 2,4-dichlorophenol 6-monooxygenase [1.14.13.20]","RXN-9866: (expasy) 2,4-dichlorophenol 6-monooxygenase [1.14.13.20]",5
"RXN-18593: (expasy) 2-dehydrotetronate isomerase [5.3.1.35]","RXN-18593: (expasy) 2-dehydrotetronate isomerase [5.3.1.35]",5
"RXN-18592: (expasy) 2-dehydrotetronate isomerase [5.3.1.35]","RXN-18592: (expasy) 2-dehydrotetronate isomerase [5.3.1.35]",5
"RXN-17096: (expasy) Sulfoquinovose 1-dehydrogenase [1.1.1.390]","RXN-17096: (expasy) Sulfoquinovose 1-dehydrogenase [1.1.1.390]",5
"RXN-12402: (expasy) Alpha-D-xyloside xylohydrolase [3.2.1.177]","RXN-12402: (expasy) Alpha-D-xyloside xylohydrolase [3.2.1.177]",5
"RXN-12072: (expasy) 3-phenylpropanoate dioxygenase [1.14.12.19]","RXN-12072: (expasy) 3-phenylpropanoate dioxygenase [1.14.12.19]",5
"RXN-11335: (expasy) Alcohol dehydrogenase (azurin) [1.1.9.1]","RXN-11335: (expasy) Alcohol dehydrogenase (azurin) [1.1.9.1]",5
"L-ARABINOSE-1-DEHYDROGENASE-RXN: (expasy) L-arabinose 1-dehydrogenase [1.1.1.46]","L-ARABINOSE-1-DEHYDROGENASE-RXN: (expasy) L-arabinose 1-dehydrogenase [1.1.1.46]",5
"HCAMULTI-RXN: (expasy) 3-phenylpropanoate dioxygenase [1.14.12.19]","HCAMULTI-RXN: (expasy) 3-phenylpropanoate dioxygenase [1.14.12.19]",5
"DEHYDDEOXGALACTKIN-RXN: (expasy) AMBIGUOUS [2.7.1.178; 2.7.1.58]","DEHYDDEOXGALACTKIN-RXN: (expasy) AMBIGUOUS [2.7.1.178; 2.7.1.58]",5
"3.1.1.75-RXN: (expasy) Poly(3-hydroxybutyrate) depolymerase [3.1.1.75]","3.1.1.75-RXN: (expasy) Poly(3-hydroxybutyrate) depolymerase [3.1.1.75]",5
"1.14.99.15-RXN: (expasy) 4-methoxybenzoate monooxygenase (O-demethylating) [1.14.99.15]","1.14.99.15-RXN: (expasy) 4-methoxybenzoate monooxygenase (O-demethylating) [1.14.99.15]",5
"24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN: (expasy) 2,4-dichlorophenol 6-monooxygenase [1.14.13.20]","24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN: (expasy) 2,4-dichlorophenol 6-monooxygenase [1.14.13.20]",5
"TRANS-RXN0-504: (expasy) ABC-type maltose transporter [7.5.2.1]","TRANS-RXN0-504: (expasy) ABC-type maltose transporter [7.5.2.1]",5
"TRANS-RXN0-503: (expasy) ABC-type maltose transporter [7.5.2.1]","TRANS-RXN0-503: (expasy) ABC-type maltose transporter [7.5.2.1]",5
"RXN-11054: (expasy) 2,3-epoxybenzoyl-CoA dihydrolase [4.1.2.44]","RXN-11054: (expasy) 2,3-epoxybenzoyl-CoA dihydrolase [4.1.2.44]",5
"ABC-16-RXN: (expasy) ABC-type maltose transporter [7.5.2.1]","ABC-16-RXN: (expasy) ABC-type maltose transporter [7.5.2.1]",5
"ADENOSINE-KINASE-RXN: (expasy) Adenosine kinase [2.7.1.20]","ADENOSINE-KINASE-RXN: (expasy) Adenosine kinase [2.7.1.20]",5
"RXNQT-4366: (expasy) Carboxylesterase [3.1.1.1]","RXNQT-4366: (expasy) Carboxylesterase [3.1.1.1]",5
"RXN18C3-61: (metacyc) acibenzolar-S-methyl esterase [3.1.1.1]","RXN18C3-61: (metacyc) acibenzolar-S-methyl esterase [3.1.1.1]",5
"RXN-12575: (metacyc) all-trans retinyl-ester hydrolase [3.1.1.1]","RXN-12575: (metacyc) all-trans retinyl-ester hydrolase [3.1.1.1]",5
"RXN-12252: (expasy) Carboxylesterase [3.1.1.1]","RXN-12252: (expasy) Carboxylesterase [3.1.1.1]",5
"RXN-10767: (expasy) Carboxylesterase [3.1.1.1]","RXN-10767: (expasy) Carboxylesterase [3.1.1.1]",5
"RXN-10711: (expasy) Carboxylesterase [3.1.1.1]","RXN-10711: (expasy) Carboxylesterase [3.1.1.1]",5
"RETINYL-PALMITATE-ESTERASE-RXN: (metacyc) retinyl-palmitate esterase [3.1.1.1]","RETINYL-PALMITATE-ESTERASE-RXN: (metacyc) retinyl-palmitate esterase [3.1.1.1]",5
"3.1.1.64-RXN: (metacyc) all-trans-retinyl-palmitate hydrolase [3.1.1.1]","3.1.1.64-RXN: (metacyc) all-trans-retinyl-palmitate hydrolase [3.1.1.1]",5
"CARBOXYLESTERASE-RXN: (expasy) Carboxylesterase [3.1.1.1]","CARBOXYLESTERASE-RXN: (expasy) Carboxylesterase [3.1.1.1]",5
"RXN0-986: (expasy) DNA oxidative demethylase [1.14.11.33]","RXN0-986: (expasy) DNA oxidative demethylase [1.14.11.33]",5
"RXN0-984: (expasy) DNA oxidative demethylase [1.14.11.33]","RXN0-984: (expasy) DNA oxidative demethylase [1.14.11.33]",5
"RXN0-7280: (expasy) DNA oxidative demethylase [1.14.11.33]","RXN0-7280: (expasy) DNA oxidative demethylase [1.14.11.33]",5
"RXN-18739: (expasy) DNA oxidative demethylase [1.14.11.33]","RXN-18739: (expasy) DNA oxidative demethylase [1.14.11.33]",5
"RXN-18738: (expasy) DNA oxidative demethylase [1.14.11.33]","RXN-18738: (expasy) DNA oxidative demethylase [1.14.11.33]",5
"RXN-12353: (expasy) DNA oxidative demethylase [1.14.11.33]","RXN-12353: (expasy) DNA oxidative demethylase [1.14.11.33]",5
"RXN-18737: (expasy) DNA oxidative demethylase [1.14.11.33]","RXN-18737: (expasy) DNA oxidative demethylase [1.14.11.33]",5
"RXN-3341: (expasy) Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating) [1.1.1.343]","RXN-3341: (expasy) Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating) [1.1.1.343]",5
"RXN0-5268: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]","RXN0-5268: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]",5
"RXN-17801: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]","RXN-17801: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]",5
"RXN-21817: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]","RXN-21817: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3]",5
"PUTRESCINE-OXIDASE-RXN: (expasy) Putrescine oxidase [1.4.3.10]","PUTRESCINE-OXIDASE-RXN: (expasy) Putrescine oxidase [1.4.3.10]",5
"RXN-9510: (expasy) FMN reductase (NADH) [1.5.1.42]","RXN-9510: (expasy) FMN reductase (NADH) [1.5.1.42]",5
"RXN-12263: (expasy) Presqualene diphosphate synthase [2.5.1.103]","RXN-12263: (expasy) Presqualene diphosphate synthase [2.5.1.103]",5
"SALICYLATE-1-MONOOXYGENASE-RXN: (expasy) Salicylate 1-monooxygenase [1.14.13.1]","SALICYLATE-1-MONOOXYGENASE-RXN: (expasy) Salicylate 1-monooxygenase [1.14.13.1]",5
"RXN-9914: (metacyc) 5-chlorosalicylate 1-monooxygenase [1.14.13.1]","RXN-9914: (metacyc) 5-chlorosalicylate 1-monooxygenase [1.14.13.1]",5
"RXN-9912: (metacyc) 4-chlorosalicylate monooxygenase [1.14.13.1]","RXN-9912: (metacyc) 4-chlorosalicylate monooxygenase [1.14.13.1]",5
"RXN-10078: (metacyc) 4-methylsalicylate hydroxylase [1.14.13.1]","RXN-10078: (metacyc) 4-methylsalicylate hydroxylase [1.14.13.1]",5
"RXN-10079: (metacyc) 5-methylsalicylate hydroxylase [1.14.13.1]","RXN-10079: (metacyc) 5-methylsalicylate hydroxylase [1.14.13.1]",5
"RIBULOKIN-RXN: (expasy) Ribulokinase [2.7.1.16]","RIBULOKIN-RXN: (expasy) Ribulokinase [2.7.1.16]",5
"RXN0-5116: (expasy) Ribulokinase [2.7.1.16]","RXN0-5116: (expasy) Ribulokinase [2.7.1.16]",5
"ERYTHRITOL-KINASE-RXN: (expasy) Erythritol kinase (D-erythritol 4-phosphate-forming) [2.7.1.27]","ERYTHRITOL-KINASE-RXN: (expasy) Erythritol kinase (D-erythritol 4-phosphate-forming) [2.7.1.27]",5
"GLUCARDEHYDRA-RXN: (expasy) Glucarate dehydratase [4.2.1.40]","GLUCARDEHYDRA-RXN: (expasy) Glucarate dehydratase [4.2.1.40]",5
"RXN0-6732: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]","RXN0-6732: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]",5
"RXN-17954: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]","RXN-17954: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]",5
"RXN-17957: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]","RXN-17957: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37]",5
"3.2.1.141-RXN: (expasy) 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase [3.2.1.141]","3.2.1.141-RXN: (expasy) 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase [3.2.1.141]",5
"ALTRODEHYDRAT-RXN: (expasy) Altronate dehydratase [4.2.1.7]","ALTRODEHYDRAT-RXN: (expasy) Altronate dehydratase [4.2.1.7]",5
"RXN-7637: (expasy) Nicotinate dehydrogenase [1.17.1.5]","RXN-7637: (expasy) Nicotinate dehydrogenase [1.17.1.5]",5
"CATECHOL-12-DIOXYGENASE-RXN: (expasy) Catechol 1,2-dioxygenase [1.13.11.1]","CATECHOL-12-DIOXYGENASE-RXN: (expasy) Catechol 1,2-dioxygenase [1.13.11.1]",5
"GALACTARDEHYDRA-RXN: (expasy) Galactarate dehydratase [4.2.1.42]","GALACTARDEHYDRA-RXN: (expasy) Galactarate dehydratase [4.2.1.42]",5
"HIPPURATE-HYDROLASE-RXN: (expasy) Hippurate hydrolase [3.5.1.32]","HIPPURATE-HYDROLASE-RXN: (expasy) Hippurate hydrolase [3.5.1.32]",5
"RXN0-7010: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]","RXN0-7010: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]",5
"RXN-18406: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]","RXN-18406: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]",5
"RXN-18402: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]","RXN-18402: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]",5
"RXN-18403: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]","RXN-18403: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7]",5
"RXN-12571: (expasy) 3-(methylthio)propionyl--CoA ligase [6.2.1.44]","RXN-12571: (expasy) 3-(methylthio)propionyl--CoA ligase [6.2.1.44]",5
"RXN-9592: (expasy) Sulfoacetaldehyde dehydrogenase [1.2.1.73]","RXN-9592: (expasy) Sulfoacetaldehyde dehydrogenase [1.2.1.73]",5
"3.5.1.83-RXN: (expasy) N-acyl-D-aspartate deacylase [3.5.1.83]","3.5.1.83-RXN: (expasy) N-acyl-D-aspartate deacylase [3.5.1.83]",5
"GALACTONDEHYDRAT-RXN: (expasy) AMBIGUOUS [4.2.1.140; 4.2.1.6]","GALACTONDEHYDRAT-RXN: (expasy) AMBIGUOUS [4.2.1.140; 4.2.1.6]",5
"RXN-17344: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]","RXN-17344: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",5
"RXN-17343: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]","RXN-17343: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",5
"BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]","BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",5
"RXN-11542: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]","RXN-11542: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",5
"HYDROG-RXN: (expasy) Ferredoxin hydrogenase [1.12.7.2]","HYDROG-RXN: (expasy) Ferredoxin hydrogenase [1.12.7.2]",5
"RXN-20787: (expasy) UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [2.3.1.191]","RXN-20787: (expasy) UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [2.3.1.191]",5
"UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN: (expasy) UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [2.3.1.191]","UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN: (expasy) UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [2.3.1.191]",5
"4.1.3.26-RXN: (expasy) 3-hydroxy-3-isohexenylglutaryl-CoA lyase [4.1.3.26]","4.1.3.26-RXN: (expasy) 3-hydroxy-3-isohexenylglutaryl-CoA lyase [4.1.3.26]",5
"ALPHA-AMINO-ACID-ESTERASE-RXN: (expasy) Alpha-amino-acid esterase [3.1.1.43]","ALPHA-AMINO-ACID-ESTERASE-RXN: (expasy) Alpha-amino-acid esterase [3.1.1.43]",5
"RXN-17905: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8]","RXN-17905: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8]",5
"RXN0-6566: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8]","RXN0-6566: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8]",5
"CYTIDEAM-RXN: (expasy) Cytidine deaminase [3.5.4.5]","CYTIDEAM-RXN: (expasy) Cytidine deaminase [3.5.4.5]",5
"CYTIDEAM2-RXN: (expasy) Cytidine deaminase [3.5.4.5]","CYTIDEAM2-RXN: (expasy) Cytidine deaminase [3.5.4.5]",5
"SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN: (expasy) Serine--glyoxylate transaminase [2.6.1.45]","SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN: (expasy) Serine--glyoxylate transaminase [2.6.1.45]",5
"SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN: (expasy) Serine--glyoxylate transaminase [2.6.1.45]","SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN: (expasy) Serine--glyoxylate transaminase [2.6.1.45]",5
"CPM-KDOSYNTH-RXN: (expasy) 3-deoxy-manno-octulosonate cytidylyltransferase [2.7.7.38]","CPM-KDOSYNTH-RXN: (expasy) 3-deoxy-manno-octulosonate cytidylyltransferase [2.7.7.38]",5
"XANTHOSINEPHOSPHORY-RXN: (expasy) Purine-nucleoside phosphorylase [2.4.2.1]","XANTHOSINEPHOSPHORY-RXN: (expasy) Purine-nucleoside phosphorylase [2.4.2.1]",5
"RXN0-5199: (expasy) AMBIGUOUS [2.4.2.1; 2.4.2.15]","RXN0-5199: (expasy) AMBIGUOUS [2.4.2.1; 2.4.2.15]",5
